# Annotated with Bakta
# Software: v1.11.3
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
chromosome	cds	313063	313347	-	LFFONA_00446		Immunity protein 35 domain-containing protein	RefSeq:WP_016238581.1, SO:0001217, UniParc:UPI00033BAA58, UniRef:UniRef100_UPI001EDC74DE, UniRef:UniRef50_P46857, UniRef:UniRef90_A0A0D8W0P7
chromosome	cds	313797	314291	-	LFFONA_00447	yrhA	protein YrhA	BlastRules:WP_000988499, RefSeq:WP_000988507.1, SO:0001217, UniParc:UPI0001DBCAF1, UniRef:UniRef100_A0AAN5GVT8, UniRef:UniRef50_P46856, UniRef:UniRef90_A0A2J1BMU0
chromosome	cds	314288	315466	-	LFFONA_00448		Hcp1 family type VI secretion system effector	KEGG:K06887, RefSeq:WP_000065933.1, SO:0001217, UniParc:UPI00000DF18B, UniRef:UniRef100_A0A234RIH0, UniRef:UniRef50_P46855, UniRef:UniRef90_A0A069FFI9
chromosome	cds	315702	316190	-	LFFONA_00449	yhhY	N-acetyltransferase	EC:2.3.1.-, EC:2.3.1.53, GO:0008080, GO:0016747, GO:0050176, GO:0103045, KEGG:K03825, RefSeq:WP_001442056.1, SO:0001217, UniParc:UPI000255181E, UniRef:UniRef100_A0A0K3H4W4, UniRef:UniRef50_P46854, UniRef:UniRef90_P46854
chromosome	ncRNA	316341	316405	+	LFFONA_00450	ryhB	RyhB RNA	RFAM:RF00057, SO:0000655
chromosome	cds	316524	317561	+	LFFONA_00451	yhhX	oxidoreductase	COG:COG0673, COG:R, EC:1.-.-.-, GO:0000166, GO:0005829, GO:0017000, GO:0102497, RefSeq:WP_000236276.1, SO:0001217, UniParc:UPI00000DF189, UniRef:UniRef100_A0A0G9FUL5, UniRef:UniRef50_P46853, UniRef:UniRef90_P46853
chromosome	cds	317684	318379	+	LFFONA_00452	yhhW	quercetin 2,3-dioxygenase	BlastRules:WP_000639811, COG:COG1741, COG:R, EC:1.13.11.24, GO:0008127, GO:0046872, RefSeq:WP_000639816.1, SO:0001217, UniParc:UPI00000DF188, UniRef:UniRef100_A0A0D6G8L4, UniRef:UniRef50_P46852, UniRef:UniRef90_P46852
chromosome	cds	318472	319467	+	LFFONA_00453	gntR	gluconate operon transcriptional repressor GntR	COG:COG1609, COG:K, GO:0000976, GO:0003677, GO:0003700, GO:0005829, GO:0006355, GO:0006974, GO:0045892, GO:0045893, GO:0046177, KEGG:K06145, RefSeq:WP_000730252.1, SO:0001217, UniParc:UPI000012B8D7, UniRef:UniRef100_P0ACP5, UniRef:UniRef50_P0ACP5, UniRef:UniRef90_P0ACP5
chromosome	cds	319606	320133	+	LFFONA_00454	gntK	gluconokinase	COG:COG3265, COG:G, EC:2.7.1.12, GO:0005524, GO:0042803, GO:0046177, GO:0046316, RefSeq:WP_000108320.1, SO:0001217, UniParc:UPI00016088F2, UniRef:UniRef100_A0A086UX75, UniRef:UniRef50_P46859, UniRef:UniRef90_P46859
chromosome	cds	320137	321477	+	LFFONA_00455	gntU	gluconate transporter	COG:COG2610, COG:G, GO:0005402, GO:0005886, GO:0015128, GO:0016020, GO:0019521, GO:0035429, KEGG:K06156, RefSeq:WP_000210122.1, SO:0001217, UniParc:UPI00000DF185, UniRef:UniRef100_E2QFU2, UniRef:UniRef50_P0AC96, UniRef:UniRef90_P0AC96
chromosome	cds	321534	322127	-	LFFONA_00456	yhgN	NAAT family transporter YhgN	BlastRules:WP_001002544, COG:COG2095, COG:E, GO:0005886, GO:0016020, KEGG:K05595, RefSeq:WP_001002544.1, SO:0001217, UniParc:UPI000004F5E0, UniRef:UniRef100_P67143, UniRef:UniRef50_P67143, UniRef:UniRef90_P67143
chromosome	cds	322319	323422	+	LFFONA_00457	asd	aspartate-semialdehyde dehydrogenase	COG:COG0136, COG:E, EC:1.2.1.11, GO:0004073, GO:0009086, GO:0009088, GO:0009089, GO:0009097, GO:0019877, GO:0046983, GO:0050661, GO:0051287, GO:0071266, KEGG:K00133, RefSeq:WP_000799949.1, SO:0001217, UniParc:UPI000034E5E2, UniRef:UniRef100_Q8FCR6, UniRef:UniRef50_P0A9Q9, UniRef:UniRef90_P0A9Q9
chromosome	sorf	323496	323537	+	LFFONA_00458	yhgO	Protein YhgO	RefSeq:WP_211180509.1, SO:0001217, UniParc:UPI00107E63F2, UniRef:UniRef100_P0DSG6, UniRef:UniRef50_P0DSG6, UniRef:UniRef90_P0DSG6
chromosome	cds	323695	325881	+	LFFONA_00459	glgB	1,4-alpha-glucan branching enzyme	COG:COG0296, COG:G, EC:2.4.1.18, GO:0003844, GO:0004553, GO:0005829, GO:0005978, GO:0043169, KEGG:K00700, RefSeq:WP_001283711.1, SO:0001217, UniParc:UPI00026109ED, UniRef:UniRef100_UPI00026109ED, UniRef:UniRef50_P07762, UniRef:UniRef90_P07762
chromosome	cds	325878	327851	+	LFFONA_00460	glgX	glycogen debranching protein GlgX	COG:COG1523, COG:G, EC:3.2.1.196, GO:0004133, GO:0004553, GO:0005980, KEGG:K01214, RefSeq:WP_000192579.1, SO:0001217, UniParc:UPI000281D672, UniRef:UniRef100_A0A3T3LD16, UniRef:UniRef50_P15067, UniRef:UniRef90_P15067
chromosome	cds	327869	329164	+	LFFONA_00461	glgC	glucose-1-phosphate adenylyltransferase	COG:COG0448, COG:G, EC:2.7.7.27, GO:0005524, GO:0005978, GO:0008878, KEGG:K00975, RefSeq:WP_000253975.1, SO:0001217, UniParc:UPI000016550C, UniRef:UniRef100_P0A6V1, UniRef:UniRef50_P0A6V1, UniRef:UniRef90_P0A6V1
chromosome	cds	329164	330597	+	LFFONA_00462	glgA	glycogen synthase GlgA	COG:COG0297, COG:G, EC:2.4.1.21, GO:0004373, GO:0005829, GO:0005978, GO:0009011, RefSeq:WP_001197646.1, SO:0001217, UniParc:UPI000012B595, UniRef:UniRef100_P0A6U8, UniRef:UniRef50_P0A6U8, UniRef:UniRef90_P0A6U8
chromosome	cds	330616	333063	+	LFFONA_00463	glgP	glycogen phosphorylase	COG:COG0058, COG:G, EC:2.4.1.1, GO:0005737, GO:0005975, GO:0005980, GO:0008184, GO:0030170, GO:0031220, GO:0042803, RefSeq:WP_000993444.1, SO:0001217, UniParc:UPI00000DF17E, UniRef:UniRef100_A0A0D6G6R4, UniRef:UniRef50_P0AC86, UniRef:UniRef90_P0AC86
chromosome	cds	333555	334259	+	LFFONA_00464	aufA	Auf fimbriae major subunit AufA	RefSeq:WP_000671315.1, SO:0001217, UniParc:UPI0000043958, UniRef:UniRef100_A0A0D8VYJ0, UniRef:UniRef50_A0A2B7LIM3, UniRef:UniRef90_Q1R5J9
chromosome	cds	334360	334476	+	LFFONA_00465		hypothetical protein	
chromosome	cds	334556	335113	+	LFFONA_00466		molecular chaperone	RefSeq:WP_016238579.1, SO:0001217, UniParc:UPI0003359553, UniRef:UniRef100_UPI0003359553, UniRef:UniRef50_A0A377DBJ0, UniRef:UniRef90_UPI0003A66864
chromosome	cds	335150	337744	+	LFFONA_00467		fimbrial biogenesis usher protein	GO:0005515, GO:0009297, GO:0015473, GO:0016020, KEGG:K07347, RefSeq:WP_001049761.1, SO:0001217, UniParc:UPI000281D674, UniRef:UniRef100_UPI001117EED0, UniRef:UniRef50_A0A1V2T3S0, UniRef:UniRef90_A0A1V2T3S0
chromosome	cds	337744	338307	+	LFFONA_00468		Fimbrial protein	RefSeq:WP_001048915.1, SO:0001217, UniParc:UPI0001FB47F0, UniRef:UniRef100_A0A2X1K7S5, UniRef:UniRef50_A0A0D8W425, UniRef:UniRef90_A0A0D8W425
chromosome	cds	338258	338830	+	LFFONA_00469	aufE	Minor fimbrial subunit AufE	RefSeq:WP_001117935.1, SO:0001217, UniParc:UPI0002A28297, UniRef:UniRef100_A0A3L5H012, UniRef:UniRef50_A0A2B7M1Y2, UniRef:UniRef90_B7MDQ8
chromosome	cds	338796	339575	+	LFFONA_00470	aufF	Fimbrial chaperone AufF	RefSeq:WP_001535645.1, SO:0001217, UniParc:UPI000281D676, UniRef:UniRef100_UPI0020264357, UniRef:UniRef50_A0A370V1R1, UniRef:UniRef90_B7N1L0
chromosome	cds	339590	340711	+	LFFONA_00471		Fimbrial adhesin	RefSeq:WP_000634197.1, SO:0001217, UniParc:UPI000281D677, UniRef:UniRef100_UPI000281D677, UniRef:UniRef50_A0A0J2AYK2, UniRef:UniRef90_A0A1V2T3S8
chromosome	cds	340781	340870	+	LFFONA_00472		hypothetical protein	
chromosome	cds	340885	341595	+	LFFONA_00473		Inner membrane protein	RefSeq:WP_000424221.1, SO:0001217, UniParc:UPI0001E8AA81, UniRef:UniRef100_UPI0001E8AA81, UniRef:UniRef50_A0A7D8ELN4, UniRef:UniRef90_B2U3N7
chromosome	cds	341598	342365	+	LFFONA_00474	parB	Chromosome partitioning protein ParB	RefSeq:WP_000553741.1, SO:0001217, UniParc:UPI000281D678, UniRef:UniRef100_UPI000281D678, UniRef:UniRef50_S1P5Y7, UniRef:UniRef90_A0AAP1RCM2
chromosome	cds	342368	342973	+	LFFONA_00475		Membrane protein	RefSeq:WP_000589345.1, SO:0001217, UniParc:UPI0000DAD051, UniRef:UniRef100_A0A178RCT0, UniRef:UniRef50_B7L4V6, UniRef:UniRef90_A0A178RCT0
chromosome	cds	343027	344532	-	LFFONA_00476	glpD	glycerol-3-phosphate dehydrogenase	EC:1.1.5.3, GO:0004368, GO:0006072, GO:0009331, KEGG:K00111, RefSeq:WP_000448159.1, SO:0001217, UniParc:UPI000281D679, UniRef:UniRef100_UPI000281D679, UniRef:UniRef50_P13035, UniRef:UniRef90_A7ZSV6
chromosome	cds	344722	345048	+	LFFONA_00477	glpE	thiosulfate sulfurtransferase GlpE	COG:COG0607, COG:P, EC:2.8.1.1, GO:0004792, GO:0005737, GO:0006071, GO:0006791, RefSeq:WP_000371928.1, SO:0001217, UniParc:UPI000011197C, UniRef:UniRef100_P0A6V5, UniRef:UniRef50_P0A6V5, UniRef:UniRef90_P0A6V5
chromosome	cds	345099	345923	+	LFFONA_00478	glpG	rhomboid family intramembrane serine protease GlpG	COG:COG0705, COG:O, EC:3.4.21.105, GO:0004252, GO:0005886, GO:0006508, GO:0016020, SO:0001217, UniRef:UniRef50_P09391, UniRef:UniRef90_P09391
chromosome	cds	345940	346698	+	LFFONA_00479	glpR	DeoR/GlpR family transcriptional regulator	COG:COG1349, COG:KG, GO:0003677, GO:0003700, GO:0006071, KEGG:K02444, RefSeq:WP_001296480.1, SO:0001217, UniParc:UPI0000DAD050, UniRef:UniRef100_E2QFS1, UniRef:UniRef50_P0ACL0, UniRef:UniRef90_P0ACL0
chromosome	cds	346680	348278	-	LFFONA_00480	rtcR	DNA-binding transcriptional regulator RtcR	BlastRules:WP_001232948, GO:0000160, GO:0003677, GO:0003700, GO:0005524, GO:0006355, GO:0008134, GO:0016887, GO:0045893, KEGG:K14414, RefSeq:WP_001232903.1, SO:0001217, UniParc:UPI000281D67A, UniRef:UniRef100_UPI0010CB5AE7, UniRef:UniRef50_P38035, UniRef:UniRef90_P38035
chromosome	cds	348467	349693	+	LFFONA_00481	rtcB	RNA-splicing ligase RtcB	BlastRules:WP_001105504, EC:6.5.1.8, GO:0003909, GO:0005525, GO:0006281, GO:0006396, GO:0006974, GO:0030145, GO:0042245, GO:0170057, RefSeq:WP_001105517.1, SO:0001217, UniParc:UPI000281D67B, UniRef:UniRef100_UPI001485906D, UniRef:UniRef50_P46850, UniRef:UniRef90_P46850
chromosome	cds	349697	350713	+	LFFONA_00482	rtcA	RNA 3'-terminal phosphate cyclase	EC:6.5.1.4, GO:0003963, GO:0005524, GO:0005737, GO:0006396, KEGG:K01974, RefSeq:WP_001468068.1, SO:0001217, UniParc:UPI000281D67C, UniRef:UniRef100_UPI000281D67C, UniRef:UniRef50_P46849, UniRef:UniRef90_B7MDP5
chromosome	cds	350756	353461	-	LFFONA_00483	malT	HTH-type transcriptional regulator MalT	COG:COG2909, COG:K, GO:0003677, GO:0003700, GO:0005515, GO:0005524, GO:0006355, GO:0045893, GO:0045913, KEGG:K03556, RefSeq:WP_000906981.1, SO:0001217, UniParc:UPI0000DAD04D, UniRef:UniRef100_Q0TC49, UniRef:UniRef50_P06993, UniRef:UniRef90_P06993
chromosome	cds	354085	356478	+	LFFONA_00484	malP	maltodextrin phosphorylase	COG:COG0058, COG:G, EC:2.4.1.1, GO:0005737, GO:0005829, GO:0005975, GO:0005980, GO:0008184, GO:0030170, GO:0030980, GO:0031220, GO:0042803, RefSeq:WP_000081882.1, SO:0001217, UniParc:UPI00000DF176, UniRef:UniRef100_A0A2G9A740, UniRef:UniRef50_P00490, UniRef:UniRef90_P00490
chromosome	cds	356488	358572	+	LFFONA_00485	malQ	4-alpha-glucanotransferase	COG:COG1640, COG:G, EC:2.4.1.25, GO:0000025, GO:0004134, GO:0005829, GO:0005975, GO:0005978, GO:0005980, KEGG:K00705, RefSeq:WP_000444316.1, SO:0001217, UniParc:UPI000281D67D, UniRef:UniRef100_A0A0K5BXA4, UniRef:UniRef50_P15977, UniRef:UniRef90_P15977
chromosome	cds	358683	359999	-	LFFONA_00486	gntT	gluconate transporter	COG:COG2610, COG:G, GO:0005886, GO:0015128, GO:0016020, GO:0035429, GO:0046177, RefSeq:WP_001131758.1, SO:0001217, UniParc:UPI00000D0AE2, UniRef:UniRef100_P39835, UniRef:UniRef50_P39835, UniRef:UniRef90_P39835
chromosome	cds	360363	360938	-	LFFONA_00487	nfuA	NfuA family Fe-S biogenesis protein	BlastRules:WP_005410314, BlastRules:WP_009874494, BlastRules:WP_011091592, BlastRules:WP_011126831, BlastRules:WP_011283110, BlastRules:WP_011672727, BlastRules:WP_011737804, BlastRules:WP_041943809, COG:COG0694, COG:O, GO:0005506, GO:0016226, GO:0051539, GO:0051604, RefSeq:WP_000619389.1, SO:0001217, UniParc:UPI000013B241, UniRef:UniRef100_P63020, UniRef:UniRef50_P63020, UniRef:UniRef90_P63020
chromosome	cds	360997	361680	-	LFFONA_00488	gntX	DNA utilization protein GntX	GO:0006308, GO:0009116, GO:0015976, KEGG:K02242, RefSeq:WP_001350442.1, SO:0001217, UniParc:UPI000188782E, UniRef:UniRef100_A0A0G9FT63, UniRef:UniRef50_P46846, UniRef:UniRef90_P46846
chromosome	cds	361718	362488	+	LFFONA_00489	bioH	pimeloyl-ACP methyl ester esterase BioH	COG:COG0596, COG:HR, EC:3.1.1.85, GO:0005737, GO:0009102, GO:0052689, GO:0090499, RefSeq:WP_001060089.1, SO:0001217, UniParc:UPI0002185A23, UniRef:UniRef100_A0A061K8H6, UniRef:UniRef50_P13001, UniRef:UniRef90_P13001
chromosome	cds	362517	363110	-	LFFONA_00490		Transposase (putative) YhgA-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0H2VE66, UniRef:UniRef90_A0A0H2VE66
chromosome	cds	363343	363579	-	LFFONA_00491	feoC	[Fe-S]-dependent transcriptional repressor FeoC	GO:0003677, GO:0005506, GO:0051536, RefSeq:WP_000157585.1, SO:0001217, UniParc:UPI00005EF6FB, UniRef:UniRef100_B7MDN6, UniRef:UniRef50_P64638, UniRef:UniRef90_P64638
chromosome	cds	363590	365911	-	LFFONA_00492	feoB	Fe(2+) transporter permease subunit FeoB	GO:0005525, GO:0006826, GO:0015093, GO:0016020, RefSeq:WP_021515601.1, SO:0001217, UniParc:UPI000391556D, UniRef:UniRef100_UPI000391556D, UniRef:UniRef50_P33650, UniRef:UniRef90_UPI000391556D
chromosome	cds	365928	366155	-	LFFONA_00493	feoA	ferrous iron transporter A	COG:COG1918, COG:P, GO:0005737, GO:0006826, GO:0006974, GO:0046914, RefSeq:WP_001200455.1, SO:0001217, UniParc:UPI000012A641, UniRef:UniRef100_P0AEL3, UniRef:UniRef50_P0AEL3, UniRef:UniRef90_P0AEL3
chromosome	cds	366595	368916	-	LFFONA_00494	yhgF	Protein YhgF	COG:COG2183, COG:K, GO:0000049, GO:0003723, GO:0003729, GO:0003735, GO:0005829, GO:0006139, GO:0006412, GO:0010212, KEGG:K06959, RefSeq:WP_000980742.1, SO:0001217, UniParc:UPI000281D6E3, UniRef:UniRef100_UPI000281D6E3, UniRef:UniRef50_P46837, UniRef:UniRef90_P46837
chromosome	cds	369013	369489	-	LFFONA_00495	greB	transcription elongation factor GreB	COG:COG0782, COG:K, GO:0003677, GO:0006354, GO:0032784, GO:0070063, KEGG:K04760, RefSeq:WP_000856744.1, SO:0001217, UniParc:UPI000012BABE, UniRef:UniRef100_P64274, UniRef:UniRef50_P30128, UniRef:UniRef90_P30128
chromosome	cds	369717	370436	+	LFFONA_00496	ompR	two-component system response regulator OmpR	COG:COG0745, COG:TK, GO:0000156, GO:0000160, GO:0000976, GO:0003677, GO:0005829, GO:0006355, GO:0032993, RefSeq:WP_001157751.1, SO:0001217, UniParc:UPI0000000AFA, UniRef:UniRef100_P0AA16, UniRef:UniRef50_P0AA16, UniRef:UniRef90_P0AA16
chromosome	cds	370433	371785	+	LFFONA_00497	envZ	two-component system sensor histidine kinase EnvZ	COG:COG0642, COG:T, EC:2.7.13.3, GO:0000155, GO:0005524, GO:0005886, GO:0007165, GO:0016020, GO:0016310, RefSeq:WP_001253708.1, SO:0001217, UniParc:UPI00000DF16D, UniRef:UniRef100_A0A061L9W8, UniRef:UniRef50_P0AEJ4, UniRef:UniRef90_P0AEJ4
chromosome	cds	371862	373484	-	LFFONA_00498	pckA	phosphoenolpyruvate carboxykinase (ATP)	COG:C, COG:COG1866, EC:4.1.1.49, GO:0004612, GO:0005524, GO:0005829, GO:0006094, GO:0046872, RefSeq:WP_001298201.1, SO:0001217, UniParc:UPI00005EF6FF, UniRef:UniRef100_A7ZST1, UniRef:UniRef50_P22259, UniRef:UniRef90_P22259
chromosome	cds	373863	375587	+	LFFONA_00499	yhgE	Uncharacterized protein YhgE	GO:0005886, RefSeq:WP_000370863.1, SO:0001217, UniParc:UPI000281D6E4, UniRef:UniRef100_UPI000281D6E4, UniRef:UniRef50_P45804, UniRef:UniRef90_P45804
chromosome	cds	375650	376528	-	LFFONA_00500	hslO	Hsp33 family molecular chaperone HslO	COG:COG1281, COG:O, GO:0005737, GO:0006457, GO:0042026, GO:0044183, GO:0051082, KEGG:K04083, RefSeq:WP_001135574.1, SO:0001217, UniParc:UPI000012CD00, UniRef:UniRef100_P0A6Y5, UniRef:UniRef50_P0A6Y5, UniRef:UniRef90_P0A6Y5
chromosome	cds	376553	376954	-	LFFONA_00501	hslR	ribosome-associated heat shock protein Hsp15	COG:COG1188, COG:J, GO:0003677, GO:0003727, GO:0005829, GO:0009408, GO:0034605, GO:0043023, KEGG:K04762, RefSeq:WP_000660483.1, SO:0001217, UniParc:UPI000011103C, UniRef:UniRef100_P0ACG8, UniRef:UniRef50_P0ACG8, UniRef:UniRef90_P0ACG8
chromosome	cds	376965	377633	-	LFFONA_00502	yrfG	GMP/IMP nucleotidase	COG:COG1011, COG:H, EC:3.1.3.5, GO:0005829, GO:0006281, GO:0008967, GO:0046872, GO:0106411, KEGG:K20881, RefSeq:WP_001295168.1, SO:0001217, UniParc:UPI000013BFD6, UniRef:UniRef100_P64636, UniRef:UniRef50_P64636, UniRef:UniRef90_P64636
chromosome	cds	377698	379833	-	LFFONA_00503	yrfF	intracellular growth attenuator protein IgaA	BlastRules:WP_000104094, GO:0005886, RefSeq:WP_000104568.1, SO:0001217, UniParc:UPI000281D6E5, UniRef:UniRef100_UPI0013C337BC, UniRef:UniRef50_P45800, UniRef:UniRef90_P45800
chromosome	cds	380153	380713	+	LFFONA_00504	nudE	ADP compounds hydrolase NudE	COG:COG0494, COG:V, EC:3.6.1.-, GO:0000287, GO:0005829, GO:0006753, GO:0016787, GO:0019144, GO:0019693, GO:0042803, GO:0047631, KEGG:K08312, RefSeq:WP_000045736.1, SO:0001217, UniParc:UPI00000DF162, UniRef:UniRef100_E2QFP7, UniRef:UniRef50_P45799, UniRef:UniRef90_P45799
chromosome	cds	380879	383431	-	LFFONA_00505	mrcA	peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA	COG:COG5009, COG:M, EC:2.4.99.28, EC:3.4.16.4, GO:0005886, GO:0006508, GO:0008360, GO:0008658, GO:0008955, GO:0009002, GO:0009252, GO:0030288, GO:0046677, GO:0071555, RefSeq:WP_001298208.1, SO:0001217, UniParc:UPI0000DAD04A, UniRef:UniRef100_A0A0J2GCC2, UniRef:UniRef50_P02918, UniRef:UniRef90_P02918
chromosome	cds	383551	384330	+	LFFONA_00506	hofM	DNA utilization protein HofM	BlastRules:WP_001295166, GO:0006308, GO:0015976, KEGG:K12288, RefSeq:WP_001308095.1, SO:0001217, UniParc:UPI0001CF6E0D, UniRef:UniRef100_A0A0K4ICQ8, UniRef:UniRef50_P45753, UniRef:UniRef90_P45753
chromosome	cds	384330	384869	+	LFFONA_00507	hofN	Putative DNA utilization protein HofN	COG:COG3166, COG:NU, GO:0005886, RefSeq:WP_001069340.1, SO:0001217, UniParc:UPI0001E8A776, UniRef:UniRef100_UPI0001E8A776, UniRef:UniRef50_P64634, UniRef:UniRef90_P64634
chromosome	cds	384853	385293	+	LFFONA_00508	hofO	DNA utilization protein HofO	GO:0005886, GO:0006308, GO:0015976, RefSeq:WP_001055744.1, SO:0001217, UniParc:UPI0001E8A775, UniRef:UniRef100_A0A3K0JVJ6, UniRef:UniRef50_P45751, UniRef:UniRef90_P45751
chromosome	cds	385283	385687	+	LFFONA_00509	hofP	DNA utilization protein HofP	BlastRules:WP_001264141, GO:0006308, GO:0015976, KEGG:K12291, RefSeq:WP_001264138.1, SO:0001217, UniParc:UPI00005EF707, UniRef:UniRef100_A0A0D8VZ22, UniRef:UniRef50_P45750, UniRef:UniRef90_P45750
chromosome	cds	385629	386837	+	LFFONA_00510	hofQ	DNA uptake porin HofQ	GO:0003677, GO:0006308, GO:0009279, GO:0009306, GO:0015976, GO:0019867, SO:0001217, UniRef:UniRef50_P34749, UniRef:UniRef90_P34749
chromosome	cds	387238	387759	+	LFFONA_00511	aroK	shikimate kinase AroK	COG:COG0703, COG:E, EC:2.7.1.71, GO:0000287, GO:0004765, GO:0005524, GO:0005829, GO:0008652, GO:0009073, GO:0009423, RefSeq:WP_000818618.1, SO:0001217, UniParc:UPI00001120EC, UniRef:UniRef100_P0A6D7, UniRef:UniRef50_P0A6D7, UniRef:UniRef90_P0A6D7
chromosome	cds	387816	388904	+	LFFONA_00512	aroB	3-dehydroquinate synthase	COG:COG0337, COG:E, EC:4.2.3.4, GO:0000166, GO:0003856, GO:0005737, GO:0008652, GO:0009073, GO:0009423, GO:0046872, KEGG:K01735, RefSeq:WP_000439850.1, SO:0001217, UniParc:UPI00000DF15C, UniRef:UniRef100_B7UK94, UniRef:UniRef50_P07639, UniRef:UniRef90_P07639
chromosome	cds	388996	390282	+	LFFONA_00513	damX	cell division protein DamX	COG:COG3266, COG:D, GO:0005886, GO:0008047, GO:0030428, GO:0032153, GO:0032506, GO:0042834, KEGG:K03112, RefSeq:WP_000343173.1, SO:0001217, UniParc:UPI000281D6E8, UniRef:UniRef100_UPI002024EAA6, UniRef:UniRef50_P11557, UniRef:UniRef90_P11557
chromosome	cds	390389	391225	+	LFFONA_00514	dam	adenine-specific DNA-methyltransferase	EC:2.1.1.72, EC:5.1.3.1, GO:0003676, GO:0004750, GO:0006098, GO:0009007, GO:0019323, GO:0046872, KEGG:K01783, RefSeq:WP_000742141.1, SO:0001217, UniParc:UPI00000DF15A, UniRef:UniRef100_P0AG07, UniRef:UniRef50_P0AG07, UniRef:UniRef90_P0AG07
chromosome	cds	391243	391920	+	LFFONA_00515	dam	adenine-specific DNA-methyltransferase	EC:2.1.1.72, EC:5.1.3.1, GO:0003676, GO:0004750, GO:0006098, GO:0009007, GO:0019323, GO:0046872, KEGG:K01783, RefSeq:WP_000816280.1, SO:0001217, UniParc:UPI000013461C, UniRef:UniRef100_P0AG07, UniRef:UniRef50_P0AG07, UniRef:UniRef90_P0AG07
chromosome	cds	391913	392671	+	LFFONA_00516	gph	phosphoglycolate phosphatase	COG:C, COG:COG0546, EC:3.1.3.18, GO:0000287, GO:0005829, GO:0005975, GO:0006281, GO:0008967, GO:0031404, GO:0046295, RefSeq:WP_001031709.1, SO:0001217, UniParc:UPI000281D6EA, UniRef:UniRef100_UPI000BA1B5BB, UniRef:UniRef50_P32662, UniRef:UniRef90_P32662
chromosome	cds	392664	393668	+	LFFONA_00517	trpS	tryptophan--tRNA ligase	COG:COG0180, COG:J, EC:6.1.1.2, GO:0000166, GO:0004830, GO:0005524, GO:0005829, GO:0006436, RefSeq:WP_000165543.1, SO:0001217, UniParc:UPI0000136721, UniRef:UniRef100_P67589, UniRef:UniRef50_P00954, UniRef:UniRef90_P00954
chromosome	cds	393828	394733	+	LFFONA_00518	yhfZ	GntR family transcriptional regulator YhfZ	RefSeq:WP_001535634.1, SO:0001217, UniParc:UPI0002A1CBCD, UniRef:UniRef100_UPI0002A1CBCD, UniRef:UniRef50_P45552, UniRef:UniRef90_P45552
chromosome	cds	394750	395112	+	LFFONA_00519		PRD domain-containing protein	RefSeq:WP_001296472.1, SO:0001217, UniParc:UPI00005EF70B, UniRef:UniRef100_E2QFN2, UniRef:UniRef50_P45551, UniRef:UniRef90_A0A0H2V429
chromosome	cds	395196	396359	+	LFFONA_00520	yhfX	Uncharacterized protein YhfX	RefSeq:WP_000497360.1, SO:0001217, UniParc:UPI000191E570, UniRef:UniRef100_A0A0H3EMR6, UniRef:UniRef50_P45550, UniRef:UniRef90_P45550
chromosome	cds	396360	397586	+	LFFONA_00521	yhfW	phosphopentomutase	COG:COG1015, COG:G, EC:5.4.2.7, GO:0000287, GO:0005829, GO:0008973, GO:0009117, GO:0043094, KEGG:K01839, RefSeq:WP_001468077.1, SO:0001217, UniParc:UPI0002A37EF0, UniRef:UniRef100_UPI0002A37EF0, UniRef:UniRef50_P45549, UniRef:UniRef90_P45549
chromosome	cds	397583	398461	+	LFFONA_00522	php	phosphotriesterase-related protein	COG:COG1735, COG:R, EC:3.1.-.-, GO:0008270, GO:0009056, GO:0016788, KEGG:K07048, RefSeq:WP_000006986.1, SO:0001217, UniParc:UPI00000DF154, UniRef:UniRef100_A0A2G9A785, UniRef:UniRef50_P45548, UniRef:UniRef90_P45548
chromosome	cds	398472	398825	+	LFFONA_00523	yhfU	Uncharacterized protein YhfU	RefSeq:WP_000719728.1, SO:0001217, UniParc:UPI00005F283D, UniRef:UniRef100_P64631, UniRef:UniRef50_P64631, UniRef:UniRef90_P64631
chromosome	cds	398837	400141	+	LFFONA_00524	yhfT	Uncharacterized protein YhfT	GO:0005886, RefSeq:WP_000366847.1, SO:0001217, UniParc:UPI00000DF153, UniRef:UniRef100_E2QFM7, UniRef:UniRef50_P45546, UniRef:UniRef90_P45546
chromosome	cds	400153	401238	+	LFFONA_00525	yhfS	Uncharacterized protein YhfS	GO:0003961, GO:0004124, GO:0006535, GO:0030170, GO:0071269, RefSeq:WP_000847192.1, SO:0001217, UniParc:UPI000191E56D, UniRef:UniRef100_A0A0H3EMR3, UniRef:UniRef50_P45545, UniRef:UniRef90_P45545
chromosome	cds	401346	401513	-	LFFONA_00526	yhfL	Uncharacterized protein YhfL	GO:0016020, RefSeq:WP_001031834.1, SO:0001217, UniParc:UPI000013B224, UniRef:UniRef100_P64627, UniRef:UniRef50_P64627, UniRef:UniRef90_P64627
